Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2010,Male,Preventable/accidental,Preventable/accidental,All drugs,4,10,29,"2,225","4,483","4,245","5,076","2,302",299,113,49,3,"18,838"
2010,Male,Preventable/accidental,Preventable/accidental,Any Opioid,3,6,21,"1,618","3,006","2,655","2,879","1,239",106,18,8,1,"11,560"
2010,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,5,446,903,781,840,302,27,5,1,0,"3,310"
2010,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,38,32,22,21,11,2,0,0,0,126
2010,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,169,529,676,956,450,52,9,0,2,"2,843"
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,384,670,515,484,190,13,1,0,0,"2,257"
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,8,398,742,529,629,292,21,0,1,0,"2,621"
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,4,126,330,318,330,152,9,5,0,1,"1,277"
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,9,688,"1,300","1,332","1,513",637,59,10,7,1,"5,561"
2010,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,1,94,233,288,359,159,18,2,0,0,"1,156"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,32,40,42,"3,377","7,013","8,524","11,390","4,858",998,489,234,7,"37,004"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,27,24,"2,229","4,360","4,704","6,022","2,482",403,117,43,2,"20,422"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,2,3,3,571,"1,157","1,307","1,713",651,109,34,17,0,"5,567"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,36,21,20,31,10,0,0,0,0,118
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,3,0,0,269,813,"1,141","1,524",543,49,6,1,1,"4,350"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,510,941,735,817,250,21,2,1,0,"3,278"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,5,7,4,624,"1,096","1,036","1,332",523,56,9,4,0,"4,696"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,2,203,502,691,977,436,100,25,6,1,"2,946"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,18,16,858,"1,849","2,269","3,058","1,312",248,75,28,1,"9,735"
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,1,147,347,428,495,180,23,5,1,0,"1,632"
2009,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,19,16,25,"2,817","5,854","6,747","8,791","3,418",583,312,168,4,"28,754"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,9,16,"1,949","3,794","3,974","4,873","1,868",251,59,22,2,"16,821"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,2,1,1,488,985,"1,047","1,355",413,43,14,4,0,"4,353"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,29,17,14,25,10,0,0,0,0,95
2009,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,0,0,246,744,"1,042","1,397",503,48,5,1,1,"3,988"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,457,848,661,750,223,20,1,1,0,"2,962"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,2,1,2,561,991,907,"1,139",440,42,5,4,0,"4,094"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,2,165,416,536,726,284,55,13,4,1,"2,203"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,8,11,718,"1,560","1,866","2,412",946,147,33,9,1,"7,712"
2009,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,127,305,382,452,158,20,4,0,0,"1,451"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,19,20,18,862,"2,107","3,325","4,968","2,125",524,299,143,1,"14,411"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,6,13,9,521,"1,176","1,657","2,525","1,070",213,76,20,1,"7,287"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,2,2,147,376,520,801,323,75,24,10,0,"2,281"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,3,5,11,3,0,0,0,0,31
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,58,194,312,470,99,5,2,0,0,"1,141"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,115,151,118,158,31,4,0,0,0,577
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,4,2,136,323,379,596,191,20,5,3,0,"1,662"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,1,53,188,319,521,261,74,23,3,1,"1,445"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,8,5,223,552,910,"1,378",620,129,47,11,0,"3,886"
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,1,1,46,104,118,165,44,5,2,0,0,489
2009,Female,Preventable/accidental,Preventable/accidental,All drugs,12,8,12,649,"1,655","2,439","3,658","1,358",292,186,107,1,"10,377"
2009,Female,Preventable/accidental,Preventable/accidental,Any Opioid,3,4,6,426,988,"1,325","1,959",742,129,37,13,1,"5,633"
2009,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,1,113,304,404,612,186,31,10,1,0,"1,663"
2009,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,8,3,4,8,3,0,0,0,0,26
2009,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,52,171,289,423,87,5,1,0,0,"1,028"
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,101,129,106,145,29,3,0,0,0,513
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,2,1,1,120,286,321,494,156,18,2,3,0,"1,404"
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,39,152,247,372,166,43,13,2,1,"1,036"
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,3,170,447,712,"1,056",423,77,20,5,0,"2,917"
2009,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,38,87,99,144,36,3,2,0,0,412
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,13,20,24,"2,515","4,906","5,199","6,422","2,733",474,190,91,6,"22,593"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,3,14,15,"1,708","3,184","3,047","3,497","1,412",190,41,23,1,"13,135"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,1,1,424,781,787,912,328,34,10,7,0,"3,286"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,27,18,15,20,7,0,0,0,0,87
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,0,0,211,619,829,"1,054",444,44,4,1,1,"3,209"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,395,790,617,659,219,17,2,1,0,"2,701"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,3,2,488,773,657,736,332,36,4,1,0,"3,034"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,1,150,314,372,456,175,26,2,3,0,"1,501"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,10,11,635,"1,297","1,359","1,680",692,119,28,17,1,"5,849"
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,101,243,310,330,136,18,3,1,0,"1,143"
2009,Male,Preventable/accidental,Preventable/accidental,All drugs,7,8,13,"2,168","4,199","4,308","5,133","2,060",291,126,61,3,"18,377"
2009,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,5,10,"1,523","2,806","2,649","2,914","1,126",122,22,9,1,"11,188"
2009,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,1,0,375,681,643,743,227,12,4,3,0,"2,690"
2009,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,21,14,10,17,7,0,0,0,0,69
2009,Male,Preventable/accidental,Preventable/accidental,Cocaine,1,0,0,194,573,753,974,416,43,4,1,1,"2,960"
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,356,719,555,605,194,17,1,1,0,"2,449"
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,1,441,705,586,645,284,24,3,1,0,"2,690"
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,1,126,264,289,354,118,12,0,2,0,"1,167"
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,5,8,548,"1,113","1,154","1,356",523,70,13,4,1,"4,795"
2009,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,89,218,283,308,122,17,2,0,0,"1,039"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,20,55,56,"3,487","6,739","8,885","11,222","4,396",942,431,214,3,"36,450"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,7,37,38,"2,294","4,026","4,713","5,874","2,114",343,96,39,1,"19,582"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,2,9,550,967,"1,177","1,554",584,107,42,17,0,"5,010"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,32,29,25,16,10,2,0,0,0,114
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,2,1,384,"1,005","1,408","1,720",538,64,4,2,0,"5,129"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,497,792,737,752,237,22,2,2,0,"3,041"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,6,9,18,699,"1,145","1,102","1,472",413,50,7,2,1,"4,924"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,2,190,391,592,756,292,65,10,6,0,"2,306"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,25,19,854,"1,666","2,215","2,881","1,159",207,65,27,0,"9,119"
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,127,258,348,411,145,12,1,0,0,"1,302"
2008,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,7,20,27,"2,939","5,557","6,931","8,638","3,074",564,263,149,2,"28,171"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,11,18,"2,032","3,515","3,939","4,767","1,579",234,52,23,1,"16,175"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,4,483,814,923,"1,184",380,45,9,3,0,"3,845"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,27,26,22,13,9,2,0,0,0,99
2008,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,1,1,351,913,"1,280","1,577",509,59,4,2,0,"4,697"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,446,729,681,669,225,21,2,2,0,"2,775"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,3,3,8,613,995,930,"1,259",331,38,5,1,1,"4,187"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,161,326,460,581,206,47,5,5,0,"1,792"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,8,10,752,"1,412","1,792","2,237",797,128,31,13,0,"7,181"
2008,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,106,225,304,368,123,11,1,0,0,"1,138"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,9,28,21,848,"1,976","3,503","4,753","1,956",489,256,141,2,"13,982"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,23,14,482,"1,051","1,694","2,371",910,173,66,31,0,"6,819"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,2,4,133,307,498,700,293,65,34,10,0,"2,046"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,4,5,7,5,1,1,0,0,0,23
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,1,0,89,214,410,483,110,14,1,0,0,"1,322"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,96,120,140,153,36,4,1,1,0,551
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,6,7,138,324,434,616,166,25,3,1,0,"1,723"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,2,48,143,274,381,184,39,7,5,0,"1,083"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,16,6,186,474,895,"1,258",551,106,47,23,0,"3,563"
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,31,64,114,125,37,4,0,0,0,375
2008,Female,Preventable/accidental,Preventable/accidental,All drugs,5,9,6,643,"1,466","2,526","3,463","1,250",274,147,105,1,"9,895"
2008,Female,Preventable/accidental,Preventable/accidental,Any Opioid,3,6,4,409,846,"1,324","1,851",632,111,35,19,0,"5,240"
2008,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,115,239,361,510,178,30,8,2,0,"1,444"
2008,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,4,4,5,4,1,1,0,0,0,19
2008,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,1,0,79,194,369,436,105,14,1,0,0,"1,199"
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,84,109,129,136,34,4,1,1,0,498
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,2,2,2,117,270,349,523,135,16,3,0,0,"1,419"
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,37,107,201,287,130,30,3,5,0,800
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,4,2,158,363,681,935,350,61,22,12,0,"2,589"
2008,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,27,52,95,104,27,4,0,0,0,309
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,11,27,35,"2,639","4,763","5,382","6,469","2,440",453,175,73,1,"22,468"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,3,14,24,"1,812","2,975","3,019","3,503","1,204",170,30,8,1,"12,763"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,5,417,660,679,854,291,42,8,7,0,"2,964"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,28,24,18,11,9,1,0,0,0,91
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,1,1,295,791,998,"1,237",428,50,3,2,0,"3,807"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,401,672,597,599,201,18,1,1,0,"2,490"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,3,11,561,821,668,856,247,25,4,1,1,"3,201"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,0,142,248,318,375,108,26,3,1,0,"1,223"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,9,13,668,"1,192","1,320","1,623",608,101,18,4,0,"5,556"
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,96,194,234,286,108,8,1,0,0,927
2008,Male,Preventable/accidental,Preventable/accidental,All drugs,2,11,21,"2,296","4,091","4,405","5,175","1,824",290,116,44,1,"18,276"
2008,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,5,14,"1,623","2,669","2,615","2,916",947,123,17,4,1,"10,935"
2008,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,3,368,575,562,674,202,15,1,1,0,"2,401"
2008,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,23,22,17,9,8,1,0,0,0,80
2008,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,1,272,719,911,"1,141",404,45,3,2,0,"3,498"
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,362,620,552,533,191,17,1,1,0,"2,277"
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,6,496,725,581,736,196,22,2,1,1,"2,768"
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,124,219,259,294,76,17,2,0,0,992
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,8,594,"1,049","1,111","1,302",447,67,9,1,0,"4,592"
2008,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,79,173,209,264,96,7,1,0,0,829
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,33,44,74,"3,550","6,663","9,152","11,012","4,043",791,418,226,4,"36,010"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,31,40,"2,176","3,818","4,696","5,475","1,847",277,92,54,2,"18,516"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,3,6,515,937,"1,143","1,297",476,77,25,21,0,"4,500"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,30,35,30,22,1,1,0,0,0,119
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,4,2,0,563,"1,282","1,932","2,062",586,72,4,5,0,"6,512"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,359,578,616,669,160,12,0,3,1,"2,399"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,12,11,861,"1,305","1,305","1,525",450,31,12,2,0,"5,518"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,3,8,175,413,576,691,256,58,21,12,0,"2,213"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,15,19,782,"1,511","2,067","2,534",978,165,48,34,1,"8,158"
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,1,142,270,397,411,140,14,1,0,0,"1,378"
2007,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,13,21,53,"2,927","5,418","7,123","8,394","2,807",481,267,152,2,"27,658"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,1,13,30,"1,873","3,270","3,874","4,393","1,368",155,37,24,2,"15,040"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,5,444,785,899,955,297,34,5,4,0,"3,429"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,25,26,25,17,1,1,0,0,0,95
2007,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,3,1,0,519,"1,164","1,728","1,903",551,65,4,5,0,"5,943"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,0,315,509,542,602,155,10,0,2,1,"2,137"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,4,8,765,"1,139","1,103","1,287",362,22,7,2,0,"4,700"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,5,139,335,462,531,164,30,8,5,0,"1,680"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,7,16,653,"1,265","1,657","1,951",688,87,17,9,1,"6,351"
2007,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,119,222,340,373,121,14,0,0,0,"1,189"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,15,23,32,883,"2,001","3,463","4,696","1,809",393,248,148,1,"13,712"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,15,16,491,"1,050","1,683","2,280",802,148,61,31,0,"6,581"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,2,1,145,299,495,621,257,46,13,15,0,"1,894"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,5,5,5,6,0,0,0,0,0,21
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,2,0,119,286,527,605,117,3,1,3,0,"1,665"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,61,100,95,113,27,1,0,2,0,399
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,3,4,192,351,525,639,179,17,9,2,0,"1,921"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,4,47,135,249,395,160,38,16,7,0,"1,053"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,10,7,196,477,835,"1,159",445,90,30,16,0,"3,269"
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,51,78,121,119,35,3,1,0,0,409
2007,Female,Preventable/accidental,Preventable/accidental,All drugs,4,10,20,677,"1,474","2,524","3,322","1,130",207,155,106,0,"9,629"
2007,Female,Preventable/accidental,Preventable/accidental,Any Opioid,0,6,11,412,851,"1,325","1,718",541,76,27,17,0,"4,984"
2007,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,119,220,363,445,144,22,3,4,0,"1,320"
2007,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,5,2,5,5,0,0,0,0,0,17
2007,Female,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,106,245,465,549,109,1,1,3,0,"1,481"
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,48,85,84,103,26,0,0,1,0,347
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,4,168,300,422,522,144,13,6,2,0,"1,581"
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,2,39,99,198,293,91,18,7,3,0,750
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,6,5,158,370,638,834,288,49,10,7,0,"2,365"
2007,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,41,61,98,97,26,3,0,0,0,326
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,18,21,42,"2,667","4,662","5,689","6,316","2,234",398,170,78,3,"22,298"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,16,24,"1,685","2,768","3,013","3,195","1,045",129,31,23,2,"11,935"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,5,370,638,648,676,219,31,12,6,0,"2,606"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,25,30,25,16,1,1,0,0,0,98
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,0,0,444,996,"1,405","1,457",469,69,3,2,0,"4,847"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,298,478,521,556,133,11,0,1,1,"2,000"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,9,7,669,954,780,886,271,14,3,0,0,"3,597"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,4,128,278,327,296,96,20,5,5,0,"1,160"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,5,12,586,"1,034","1,232","1,375",533,75,18,18,1,"4,889"
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,91,192,276,292,105,11,0,0,0,969
2007,Male,Preventable/accidental,Preventable/accidental,All drugs,9,11,33,"2,250","3,944","4,599","5,072","1,677",274,112,46,2,"18,029"
2007,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,7,19,"1,461","2,419","2,549","2,675",827,79,10,7,2,"10,056"
