Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2010,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,80,179,295,433,130,12,2,0,1,1132
2010,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,118,179,115,120,50,2,0,0,0,584
2010,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,1,4,130,332,392,542,218,20,3,1,0,1646
2010,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,2,77,211,312,508,246,54,17,12,0,1440
2010,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,6,3,281,698,986,"1,462",689,148,35,30,0,4340
2010,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,73,118,170,161,67,3,0,0,0,592
2010,Female,Preventable/accidental,Preventable/accidental,All drugs,2,9,12,764,1873,2605,"3,692",1613,327,153,117,1,11168
2010,Female,Preventable/accidental,Preventable/accidental,Any Opioid,1,4,5,506,1108,1417,"2,006",860,136,28,25,0,6096
2010,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,146,366,476,629,252,56,9,3,0,1938
2010,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,9,10,6,8,4,0,0,0,0,37
2010,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,71,168,265,395,118,12,2,0,1,1032
2010,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,109,166,102,105,48,2,0,0,0,532
2010,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,3,116,276,331,460,178,17,2,1,0,1384
2010,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,56,167,241,384,168,33,11,7,0,1068
2010,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,1,231,557,778,"1,134",488,91,14,16,0,3314
2010,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,59,107,147,136,59,1,0,0,0,509
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,14,24,42,2583,5150,5082,"6,313",3050,459,195,91,3,23006
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,6,17,31,1784,3335,3008,"3,407",1535,160,46,25,1,13355
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,5,486,995,892,"1,041",423,54,14,7,0,3918
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,39,34,28,25,12,2,0,0,0,140
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,185,576,737,"1,019",468,53,9,1,2,3051
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,419,727,562,526,201,15,2,0,0,2452
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,7,11,434,818,590,703,340,24,1,2,0,2931
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,7,152,380,367,430,200,14,11,3,1,1567
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,8,14,771,1461,1530,"1,840",827,99,30,18,1,6603
2010,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,1,1,106,258,314,389,167,19,4,1,0,1262
2010,Male,Preventable/accidental,Preventable/accidental,All drugs,4,10,29,2225,4483,4245,"5,076",2302,299,113,49,3,18838
2010,Male,Preventable/accidental,Preventable/accidental,Any Opioid,3,6,21,1618,3006,2655,"2,879",1239,106,18,8,1,11560
2010,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,5,446,903,781,840,302,27,5,1,0,3310
2010,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,38,32,22,21,11,2,0,0,0,126
2010,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,169,529,676,956,450,52,9,0,2,2843
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,384,670,515,484,190,13,1,0,0,2257
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,8,398,742,529,629,292,21,0,1,0,2621
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,4,126,330,318,330,152,9,5,0,1,1277
2010,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,9,688,1300,1332,"1,513",637,59,10,7,1,5561
2010,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,1,94,233,288,359,159,18,2,0,0,1156
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,32,40,42,3377,7013,8524,"11,390",4858,998,489,234,7,37004
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,27,24,2229,4360,4704,"6,022",2482,403,117,43,2,20422
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,2,3,3,571,1157,1307,"1,713",651,109,34,17,0,5567
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,36,21,20,31,10,0,0,0,0,118
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,3,0,0,269,813,1141,"1,524",543,49,6,1,1,4350
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,510,941,735,817,250,21,2,1,0,3278
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,5,7,4,624,1096,1036,"1,332",523,56,9,4,0,4696
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,2,203,502,691,977,436,100,25,6,1,2946
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,18,16,858,1849,2269,"3,058",1312,248,75,28,1,9735
2009,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,1,147,347,428,495,180,23,5,1,0,1632
2009,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,19,16,25,2817,5854,6747,"8,791",3418,583,312,168,4,28754
2009,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,9,16,1949,3794,3974,"4,873",1868,251,59,22,2,16821
2009,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,2,1,1,488,985,1047,"1,355",413,43,14,4,0,4353
2009,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,29,17,14,25,10,0,0,0,0,95
2009,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,0,0,246,744,1042,"1,397",503,48,5,1,1,3988
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,457,848,661,750,223,20,1,1,0,2962
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,2,1,2,561,991,907,"1,139",440,42,5,4,0,4094
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,2,165,416,536,726,284,55,13,4,1,2203
2009,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,8,11,718,1560,1866,"2,412",946,147,33,9,1,7712
2009,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,127,305,382,452,158,20,4,0,0,1451
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,19,20,18,862,2107,3325,"4,968",2125,524,299,143,1,14411
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,6,13,9,521,1176,1657,"2,525",1070,213,76,20,1,7287
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,2,2,147,376,520,801,323,75,24,10,0,2281
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,3,5,11,3,0,0,0,0,31
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,58,194,312,470,99,5,2,0,0,1141
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,115,151,118,158,31,4,0,0,0,577
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,4,2,136,323,379,596,191,20,5,3,0,1662
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,1,53,188,319,521,261,74,23,3,1,1445
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,8,5,223,552,910,"1,378",620,129,47,11,0,3886
2009,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,1,1,46,104,118,165,44,5,2,0,0,489
2009,Female,Preventable/accidental,Preventable/accidental,All drugs,12,8,12,649,1655,2439,"3,658",1358,292,186,107,1,10377
2009,Female,Preventable/accidental,Preventable/accidental,Any Opioid,3,4,6,426,988,1325,"1,959",742,129,37,13,1,5633
2009,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,1,113,304,404,612,186,31,10,1,0,1663
2009,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,8,3,4,8,3,0,0,0,0,26
2009,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,52,171,289,423,87,5,1,0,0,1028
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,101,129,106,145,29,3,0,0,0,513
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,2,1,1,120,286,321,494,156,18,2,3,0,1404
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,39,152,247,372,166,43,13,2,1,1036
2009,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,3,170,447,712,"1,056",423,77,20,5,0,2917
2009,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,38,87,99,144,36,3,2,0,0,412
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,13,20,24,2515,4906,5199,"6,422",2733,474,190,91,6,22593
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,3,14,15,1708,3184,3047,"3,497",1412,190,41,23,1,13135
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,1,1,424,781,787,912,328,34,10,7,0,3286
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,27,18,15,20,7,0,0,0,0,87
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,0,0,211,619,829,"1,054",444,44,4,1,1,3209
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,395,790,617,659,219,17,2,1,0,2701
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,3,2,488,773,657,736,332,36,4,1,0,3034
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,1,150,314,372,456,175,26,2,3,0,1501
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,10,11,635,1297,1359,"1,680",692,119,28,17,1,5849
2009,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,101,243,310,330,136,18,3,1,0,1143
2009,Male,Preventable/accidental,Preventable/accidental,All drugs,7,8,13,2168,4199,4308,"5,133",2060,291,126,61,3,18377
2009,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,5,10,1523,2806,2649,"2,914",1126,122,22,9,1,11188
2009,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,1,0,375,681,643,743,227,12,4,3,0,2690
2009,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,21,14,10,17,7,0,0,0,0,69
2009,Male,Preventable/accidental,Preventable/accidental,Cocaine,1,0,0,194,573,753,974,416,43,4,1,1,2960
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,356,719,555,605,194,17,1,1,0,2449
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,1,441,705,586,645,284,24,3,1,0,2690
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,1,126,264,289,354,118,12,0,2,0,1167
2009,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,5,8,548,1113,1154,"1,356",523,70,13,4,1,4795
2009,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,89,218,283,308,122,17,2,0,0,1039
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,20,55,56,3487,6739,8885,"11,222",4396,942,431,214,3,36450
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,7,37,38,2294,4026,4713,"5,874",2114,343,96,39,1,19582
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,2,9,550,967,1177,"1,554",584,107,42,17,0,5010
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,32,29,25,16,10,2,0,0,0,114
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,2,1,384,1005,1408,"1,720",538,64,4,2,0,5129
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,497,792,737,752,237,22,2,2,0,3041
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,6,9,18,699,1145,1102,"1,472",413,50,7,2,1,4924
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,2,190,391,592,756,292,65,10,6,0,2306
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,25,19,854,1666,2215,"2,881",1159,207,65,27,0,9119
2008,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,127,258,348,411,145,12,1,0,0,1302
2008,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,7,20,27,2939,5557,6931,"8,638",3074,564,263,149,2,28171
2008,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,11,18,2032,3515,3939,"4,767",1579,234,52,23,1,16175
2008,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,4,483,814,923,"1,184",380,45,9,3,0,3845
2008,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,27,26,22,13,9,2,0,0,0,99
2008,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,1,1,351,913,1280,"1,577",509,59,4,2,0,4697
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,446,729,681,669,225,21,2,2,0,2775
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,3,3,8,613,995,930,"1,259",331,38,5,1,1,4187
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,161,326,460,581,206,47,5,5,0,1792
2008,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,8,10,752,1412,1792,"2,237",797,128,31,13,0,7181
2008,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,106,225,304,368,123,11,1,0,0,1138
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,9,28,21,848,1976,3503,"4,753",1956,489,256,141,2,13982
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,23,14,482,1051,1694,"2,371",910,173,66,31,0,6819
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,2,4,133,307,498,700,293,65,34,10,0,2046
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,4,5,7,5,1,1,0,0,0,23
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,1,0,89,214,410,483,110,14,1,0,0,1322
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,96,120,140,153,36,4,1,1,0,551
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,6,7,138,324,434,616,166,25,3,1,0,1723
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,2,48,143,274,381,184,39,7,5,0,1083
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,16,6,186,474,895,"1,258",551,106,47,23,0,3563
2008,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,31,64,114,125,37,4,0,0,0,375
2008,Female,Preventable/accidental,Preventable/accidental,All drugs,5,9,6,643,1466,2526,"3,463",1250,274,147,105,1,9895
2008,Female,Preventable/accidental,Preventable/accidental,Any Opioid,3,6,4,409,846,1324,"1,851",632,111,35,19,0,5240
2008,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,115,239,361,510,178,30,8,2,0,1444
2008,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,4,4,5,4,1,1,0,0,0,19
2008,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,1,0,79,194,369,436,105,14,1,0,0,1199
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,84,109,129,136,34,4,1,1,0,498
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,2,2,2,117,270,349,523,135,16,3,0,0,1419
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,37,107,201,287,130,30,3,5,0,800
2008,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,4,2,158,363,681,935,350,61,22,12,0,2589
2008,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,27,52,95,104,27,4,0,0,0,309
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,11,27,35,2639,4763,5382,"6,469",2440,453,175,73,1,22468
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,3,14,24,1812,2975,3019,"3,503",1204,170,30,8,1,12763
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,5,417,660,679,854,291,42,8,7,0,2964
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,28,24,18,11,9,1,0,0,0,91
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,1,1,295,791,998,"1,237",428,50,3,2,0,3807
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,401,672,597,599,201,18,1,1,0,2490
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,3,11,561,821,668,856,247,25,4,1,1,3201
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,0,142,248,318,375,108,26,3,1,0,1223
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,9,13,668,1192,1320,"1,623",608,101,18,4,0,5556
2008,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,96,194,234,286,108,8,1,0,0,927
2008,Male,Preventable/accidental,Preventable/accidental,All drugs,2,11,21,2296,4091,4405,"5,175",1824,290,116,44,1,18276
2008,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,5,14,1623,2669,2615,"2,916",947,123,17,4,1,10935
2008,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,3,368,575,562,674,202,15,1,1,0,2401
2008,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,23,22,17,9,8,1,0,0,0,80
2008,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,1,272,719,911,"1,141",404,45,3,2,0,3498
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,362,620,552,533,191,17,1,1,0,2277
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,6,496,725,581,736,196,22,2,1,1,2768
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,124,219,259,294,76,17,2,0,0,992
2008,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,8,594,1049,1111,"1,302",447,67,9,1,0,4592
2008,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,79,173,209,264,96,7,1,0,0,829
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,33,44,74,3550,6663,9152,"11,012",4043,791,418,226,4,36010
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,31,40,2176,3818,4696,"5,475",1847,277,92,54,2,18516
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,3,6,515,937,1143,"1,297",476,77,25,21,0,4500
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,30,35,30,22,1,1,0,0,0,119
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,4,2,0,563,1282,1932,"2,062",586,72,4,5,0,6512
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,359,578,616,669,160,12,0,3,1,2399
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,12,11,861,1305,1305,"1,525",450,31,12,2,0,5518
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,3,8,175,413,576,691,256,58,21,12,0,2213
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,15,19,782,1511,2067,"2,534",978,165,48,34,1,8158
2007,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,1,142,270,397,411,140,14,1,0,0,1378
2007,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,13,21,53,2927,5418,7123,"8,394",2807,481,267,152,2,27658
2007,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,1,13,30,1873,3270,3874,"4,393",1368,155,37,24,2,15040
2007,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,5,444,785,899,955,297,34,5,4,0,3429
2007,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,25,26,25,17,1,1,0,0,0,95
2007,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,3,1,0,519,1164,1728,"1,903",551,65,4,5,0,5943
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,0,315,509,542,602,155,10,0,2,1,2137
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,4,8,765,1139,1103,"1,287",362,22,7,2,0,4700
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,5,139,335,462,531,164,30,8,5,0,1680
2007,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,7,16,653,1265,1657,"1,951",688,87,17,9,1,6351
2007,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,119,222,340,373,121,14,0,0,0,1189
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,15,23,32,883,2001,3463,"4,696",1809,393,248,148,1,13712
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,15,16,491,1050,1683,"2,280",802,148,61,31,0,6581
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,2,1,145,299,495,621,257,46,13,15,0,1894
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,5,5,5,6,0,0,0,0,0,21
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,2,0,119,286,527,605,117,3,1,3,0,1665
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,61,100,95,113,27,1,0,2,0,399
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,3,4,192,351,525,639,179,17,9,2,0,1921
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,4,47,135,249,395,160,38,16,7,0,1053
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,10,7,196,477,835,"1,159",445,90,30,16,0,3269
2007,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,51,78,121,119,35,3,1,0,0,409
2007,Female,Preventable/accidental,Preventable/accidental,All drugs,4,10,20,677,1474,2524,"3,322",1130,207,155,106,0,9629
2007,Female,Preventable/accidental,Preventable/accidental,Any Opioid,0,6,11,412,851,1325,"1,718",541,76,27,17,0,4984
2007,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,119,220,363,445,144,22,3,4,0,1320
2007,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,5,2,5,5,0,0,0,0,0,17
